지진ID,구분,구분명,전송시각,진원시,위도 (단위:`N),경도 (단위:`E),규모 (리히터 기준),진앙지,등록일자,깊이 (단위:KM)
2.02E+11,3,국외지진,2.02E+13,2.02E+13,33,137.4,6.5,일본 미에현(혼슈) 남동쪽 208km 해역,2019-07-28 3:45,420
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.37,129.85,2.7,경북 울진군 북동쪽 58km 해역,2019-07-25 1:51,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.82,125.56,2,전북 군산시 어청도 남서쪽 50km 해역,2019-07-22 1:19,13
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.5,128.1,3.9,경북 상주시 북북서쪽 11km 지역,2019-07-21 11:09,14
2.02E+11,5,지진속보,2.02E+13,2.02E+13,36.5,128.11,3.9,경북 상주시 북북서쪽 11km 지역,2019-07-21 11:06,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.33,128.08,2,경북 상주시 남서쪽 11km 지역,2019-07-20 0:43,15
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.99,149.55,6.2,파푸아뉴기니 칸드리안 북쪽 25km 지역,2019-07-15 17:46,59
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-0.53,128.09,7.3,인도네시아 할마헤라 남남동쪽 200km 지역,2019-07-14 18:45,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,29.3,128.1,5.9,일본 오키나와현 오키나와 북쪽 346km 해역,2019-07-13 10:05,250
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.7,125.73,2.1,북한 황해북도 송림 동남동쪽 9km 지역,2019-07-10 2:22,6
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.91,129.57,2.3,강원 동해시 북동쪽 59km 해역,2019-07-08 14:14,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.88,129.69,2.7,경북 포항시 남구 동남동쪽 33km 해역,2019-07-02 20:56,21
2.02E+11,3,국외지진,2.02E+13,2.02E+13,22.29,122.42,5.7,대만 화롄 남남동쪽 205km 해역,2019-06-30 4:58,45
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.77,125.71,2.3,북한 황해북도 송림 동북동쪽 8km 지역,2019-06-27 16:00,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.8,125.71,2.5,북한 황해북도 송림 북동쪽 10km 지역,2019-06-27 15:49,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.8,125.69,3.9,북한 황해북도 송림 북동쪽 9km 지역,2019-06-27 15:30,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,8.43,-82.79,6.3,파나마 파나마시티 서쪽 370km 지역,2019-06-26 14:49,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.39,129.22,7.3,인도네시아 말루쿠주 암본 남남동쪽 319km 해역,2019-06-24 12:12,208
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-2.86,138.49,6.1,인도네시아 아베푸라 서쪽 233km 지역,2019-06-24 10:37,22
2.02E+11,3,국외지진,2.02E+13,2.02E+13,34.9,140,5.5,일본 가나가와현(혼슈) 요코하마 남남동쪽 69km 해역,2019-06-24 9:18,60
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.69,128.41,2.4,경북 예천군 북서쪽 5km 지역,2019-06-23 18:47,16
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.75,125.73,2.4,북한 황해북도 송림 동쪽 8km 지역,2019-06-23 13:39,6
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.81,125.7,3.4,북한 황해북도 송림 북동쪽 10km 지역,2019-06-23 5:46,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.81,125.7,3.4,북한 황해북도 송림 북동쪽 10km 지역,2019-06-22 5:58,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.81,125.71,2.7,북한 황해북도 송림 북동쪽 10km 지역,2019-06-22 5:52,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.81,125.68,2.5,북한 황해북도 송림 북북동쪽 9km 지역,2019-06-21 13:46,7
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-2.25,138.4,6.3,인도네시아 아베푸라 서쪽 245km 지역,2019-06-20 2:47,12
2.02E+11,3,국외지진,2.02E+13,2.02E+13,38.6,139.5,6.8,일본 아마가타현(혼슈) 야마가타 서북서쪽 83km 해역,2019-06-18 22:34,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,28.34,104.9,6,중국 충칭 남서쪽 210km 지역,2019-06-18 0:27,16
2.02E+11,3,국외지진,2.02E+13,2.02E+13,36.5,140.6,5.2,일본 이바라키현(혼슈) 미토 북동쪽 19km 지역,2019-06-17 8:14,80
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.71,126.36,2.2,전북 부안군 서쪽 34km 해역,2019-06-15 22:11,21
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.76,129.19,2.5,경북 경주시 남남서쪽 9km 지역,2019-06-11 23:24,19
2.02E+11,3,국외지진,2.02E+13,2.02E+13,22.85,121.59,5.6,대만 화롄 남쪽 122km 해역,2019-06-04 18:58,14
2.02E+11,3,국외지진,2.02E+13,2.02E+13,29.1,139.8,6.1,일본 시즈오카현(혼슈) 시즈오카 남쪽 667km 해역,2019-06-04 13:50,440
2.02E+11,3,국외지진,2.02E+13,2.02E+13,23.5,143.1,5.7,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1355km 해역,2019-06-02 5:26,120
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.81,-75.24,8,페루 라구나스 남동쪽 80km 지역,2019-05-26 17:04,115
2.02E+11,3,국외지진,2.02E+13,2.02E+13,35.3,140.3,5.1,일본 지바현(혼슈) 지바 남남동쪽 38km 지역,2019-05-25 15:30,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-4.58,153.01,6,파푸아뉴기니 타론 남남서쪽 12km 지역,2019-05-18 8:16,27
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.37,126.3,2.4,북한 황해북도 평산 서북서쪽 9km 지역,2019-05-17 11:28,6
2.02E+11,1,지진정보,2.02E+13,2.02E+13,39.15,126.47,3.3,북한 평안남도 양덕 서남서쪽 16km 지역,2019-05-16 0:51,5
2.02E+11,3,국외지진,2.02E+13,2.02E+13,29.7,130.7,5.5,일본 가고시마현(규슈) 가고시마 남쪽 211km 해역,2019-05-15 14:35,30
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-4.21,152.48,7.7,파푸아뉴기니 코코포 동북동쪽 28km 해역,2019-05-14 22:16,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.35,127.17,2.4,제주 서귀포시 동쪽 58km 해역,2019-05-13 23:55,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.56,129.64,2,경북 영덕군 동북동쪽 29km 해역,2019-05-10 16:10,12
2.02E+11,3,국외지진,2.02E+13,2.02E+13,31.8,132.1,6.3,일본 미야자키현(규슈) 미야자키 동쪽 65km 해역,2019-05-10 8:56,20
2.02E+11,3,국외지진,2.02E+13,2.02E+13,31.8,132,5.6,일본 미야자키현(규슈) 미야자키 동남동쪽 56km 해역,2019-05-10 7:51,20
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.98,146.4,7.1,파푸아뉴기니 불롤로 북서쪽 37km 지역,2019-05-07 6:35,137
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.55,129.54,2.1,경북 영덕군 북동쪽 22km 해역,2019-05-05 17:00,18
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.42,124.56,2.4,인천 옹진군 백령도 남쪽 60km 해역,2019-05-04 5:48,6
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.5,142.9,5.6,일본 홋카이도 구시로 서남서쪽 132km 지역,2019-04-28 2:33,110
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.79,126.09,2.5,제주 제주시 북서쪽 52km 해역,2019-04-27 1:14,17
2.02E+11,3,국외지진,2.02E+13,2.02E+13,28.46,94.56,6.1,인도 아루나찰프라데시 알롱 북북서 38km 지역,2019-04-24 5:54,9
2.02E+11,3,국외지진,2.02E+13,2.02E+13,11.9,125.2,6.6,필리핀 사마르섬 타크로반 북북동쪽 75km 지역,2019-04-23 15:00,86
2.02E+11,3,국외지진,2.02E+13,2.02E+13,14.94,120.49,6.3,필리핀 마닐라 북서쪽 65km 지역,2019-04-22 18:34,40
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.86,129.8,3.8,경북 울진군 동남동쪽 38km 해역,2019-04-22 5:50,21
2.02E+11,5,지진속보,2.02E+13,2.02E+13,36.86,129.86,4,경북 울진군 동남동쪽 43km 해역,2019-04-22 5:47,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.88,129.54,4.3,강원 동해시 북동쪽 54km 해역,2019-04-19 11:22,32
2.02E+11,5,지진속보,2.02E+13,2.02E+13,37.88,129.56,4.2,강원 동해시 북동쪽 56km 해역,2019-04-19 11:18,8
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.06,121.54,6.1,대만 화롄 북쪽 12km 지역,2019-04-18 14:11,19
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26,141.5,5.6,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1042km 해역,2019-04-12 16:43,550
2.02E+11,3,국외지진,2.02E+13,2.02E+13,40.4,143.4,6,일본 이와테현(혼슈) 모리오카 동북동쪽 206km 해역,2019-04-11 17:25,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26.4,129.6,5.5,일본 오키나와현 오키나와 동쪽 193km 해역,2019-04-08 13:21,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,30.5,139.5,5.9,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 508km 해역,2019-04-05 19:10,420
2.02E+11,3,국외지진,2.02E+13,2.02E+13,22.97,120.88,5.2,대만 타이둥 북서쪽 37km 지역,2019-04-04 11:15,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,22.95,120.85,5.6,대만 타이둥 서북서쪽 38km 지역,2019-04-03 11:05,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.67,151.09,6.1,파푸아뉴기니 킴베 동쪽 105km 지역,2019-03-30 20:49,57
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.62,126.94,2.2,제주 제주시 동북동쪽 40km 해역,2019-03-28 16:26,16
2.02E+11,3,국외지진,2.02E+13,2.02E+13,4.56,-76.28,6.1,콜롬비아 보고타 서쪽 246km 지역,2019-03-24 5:09,113
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.56,125.2,2.7,북한 황해남도 옹진 남남서쪽 43km 해역,2019-03-21 7:24,6
2.02E+11,1,지진정보,2.02E+13,2.02E+13,41.31,129.08,2.8,북한 함경북도 길주 북북서쪽 45km 지역,2019-03-21 5:38,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.01,126,2.2,북한 황해남도 해주 동쪽 25km 지역,2019-03-19 5:43,11
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.34,127.87,2.3,충북 옥천군 동쪽 27km 지역,2019-03-17 19:33,13
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-17.86,-65.89,6.3,볼리비아 클리자 남쪽 28km 지역,2019-03-15 15:20,358
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.63,126.93,2.4,제주 제주시 동북동쪽 40km 해역,2019-03-13 12:24,13
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.97,121.87,5.1,대만 타이베이 동남동쪽 33km 지역,2019-03-13 5:33,133
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.47,126.4,2.4,제주 제주시 서남서쪽 13km 지역,2019-03-11 4:31,15
2.02E+11,3,국외지진,2.02E+13,2.02E+13,36.8,142.5,5.9,일본 이바라키현(혼슈) 미토 동북동쪽 188km 해역,2019-03-11 2:19,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.82,128.73,2,경북 봉화군 남쪽 8km 지역,2019-03-09 15:11,12
2.02E+11,1,지진정보,2.02E+13,2.02E+13,39.63,127.12,2.5,북한 함경남도 금야 북서쪽 15km 지역,2019-03-03 15:09,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-14.68,-70.13,7,페루 아장가로 북북동쪽 27km 지역,2019-03-01 18:17,257
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.31,124.74,2.2,인천 옹진군 백령도 남쪽 72km 해역,2019-02-27 21:25,12
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.77,129.03,2.9,경북 영양군 북북서쪽 14km 지역,2019-02-25 9:34,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-2.3,-76.9,7.7,에콰도르 팔로라 동남동쪽 132km 지역,2019-02-22 19:35,152
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.8,142,5.7,일본 홋카이도 삿포로 동남동쪽 60km 지역,2019-02-21 21:30,30
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.51,125.5,2.9,충남 태안군 서격렬비도 남남서쪽 12km 해역,2019-02-20 22:19,14
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.72,128.41,2.4,경북 예천군 북북서쪽 8km 지역,2019-02-18 5:37,19
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-3.39,152.11,6.4,파푸아뉴기니 나마타나이 북서쪽 47km 지역,2019-02-18 0:00,368
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.29,126.25,2.6,제주 서귀포시 서쪽 29km 지역,2019-02-17 22:24,12
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.9,125.86,2.7,북한 평양 남동쪽 17km 지역,2019-02-13 5:50,21
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.16,129.85,2.5,경북 포항시 북구 동북동쪽 45km 해역,2019-02-10 14:16,21
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.16,129.9,4.1,경북 포항시 북구 동북동쪽 50km 해역,2019-02-10 12:58,21
2.02E+11,5,지진속보,2.02E+13,2.02E+13,36.16,130,4,경북 포항시 북구 동북동쪽 58km 해역,2019-02-10 12:55,8
2.02E+11,3,국외지진,2.02E+13,2.02E+13,14.76,-92.3,6.6,멕시코 치아파스 타파출라 남쪽 16km 지역,2019-02-02 1:41,68
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.53,129.66,2.2,경북 영덕군 동북동쪽 29km 해역,2019-01-31 20:01,19
2.02E+11,3,국외지진,2.02E+13,2.02E+13,23.73,122.4,5.7,대만 화롄 동남동쪽 90km 해역,2019-01-30 14:30,38
2.02E+11,3,국외지진,2.02E+13,2.02E+13,40.3,142.4,5.7,일본 이와테현(혼슈) 모리오카 동북동쪽 125km 해역,2019-01-26 17:31,30
2.02E+11,3,국외지진,2.02E+13,2.02E+13,35.9,140.5,5.3,일본 지바현(혼슈) 지바 북동쪽 48km 지역,2019-01-18 21:55,50
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.94,127.62,2.7,전남 여수시 거문도 동남동쪽 30km 해역,2019-01-17 21:38,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.02,127.93,2,충북 충주시 북쪽 3km 지역,2019-01-13 21:13,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.79,129.2,2.5,경북 경주시 남남서쪽 5km 지역,2019-01-10 5:35,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.37,124.23,3.7,인천 옹진군 백령도 남남서쪽 76km 해역,2019-01-09 3:15,18
2.02E+11,3,국외지진,2.02E+13,2.02E+13,30.6,131.3,5.9,일본 가고시마현(규슈) 가고시마 남남동쪽 131km 해역,2019-01-08 21:50,30
2.02E+11,3,국외지진,2.02E+13,2.02E+13,2.2,126.7,7,인도네시아 토벨로 서북서쪽 154km 해역,2019-01-07 2:41,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26.5,144.9,5.6,일본 지바현(혼슈) 지바 남남동쪽 1110km 해역,2019-01-06 8:15,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-8.14,-71.57,6.8,브라질 타라우아카 서쪽 89km 지역,2019-01-06 4:55,575
2.02E+11,3,국외지진,2.02E+13,2.02E+13,33,130.6,5,일본 구마모토현(규슈) 구마모토 북북서쪽 24km 지역,2019-01-03 18:20,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.77,128.31,2.2,경북 문경시 북북동쪽 23km 지역,2019-01-02 13:18,5
2.02E+11,1,지진정보,2.02E+13,2.02E+13,41.3,129.21,2.8,북한 함경북도 길주 북북서쪽 40km 지역,2019-01-02 8:52,12
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.53,129.66,3.1,경북 영덕군 동북동쪽 29km 해역,2019-01-01 6:54,19
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.3,143.1,5.4,일본 홋카이도 구시로 남서쪽 129km 지역,2018-12-30 4:16,50
2.02E+11,3,국외지진,2.02E+13,2.02E+13,5.8,126.9,7.2,필리핀 민다나오섬 디고스시티 남동쪽 203km 해역,2018-12-29 13:03,49
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-13.44,166.69,6,바누아투 솔라 서북서쪽 105km 지역,2018-12-22 23:51,48
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.76,127.95,2.7,경남 거창군 북북동쪽 9km 지역,2018-12-21 16:11,12
2.02E+11,3,국외지진,2.02E+13,2.02E+13,55.11,164.71,7.4,러시아 클류치 남동쪽 278km 해역,2018-12-21 2:28,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.88,129.69,2,경북 포항시 남구 동남동쪽 33km 해역,2018-12-20 13:27,21
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.53,129.65,2.2,경북 영덕군 동북동쪽 28km 해역,2018-12-17 2:20,20
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-3.9,140.28,6.1,인도네시아 아베푸라 남남서쪽 144km 지역,2018-12-16 19:09,61
2.02E+11,3,국외지진,2.02E+13,2.02E+13,23.74,121.9,5.6,대만 화롄 동남동쪽 43km 해역,2018-12-16 6:32,30
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26.7,141.2,5.9,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 959km 해역,2018-12-15 1:17,480
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.72,126.78,2.3,전북 부안군 동남동쪽 4km 지역,2018-12-12 3:47,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-58.6,-26.47,7.1,남 샌드위치 아일랜드 브리스톨섬 북쪽 48km 해역,2018-12-11 11:53,165
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.86,129.69,2.2,경북 포항시 남구 동남동쪽 34km 해역,2018-12-09 14:10,19
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.31,128.25,2.4,경북 구미시 북북서쪽 23km 지역,2018-12-08 4:21,17
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-21.97,169.45,7.5,뉴칼레도니아 누메아 동쪽 311km 해역,2018-12-05 13:46,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.45,129.62,2.5,경북 영덕군 동쪽 23km 해역,2018-12-05 8:32,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.45,129.62,2.1,경북 영덕군 동쪽 23km 해역,2018-12-05 8:05,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.85,124.87,3.1,북한 황해남도 옹진군 남서쪽 44km 해역,2018-11-05 12:24,15
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.8,124.9,3.2,북한 황해남도 옹진군 남서쪽 43km 해역,2018-11-05 12:18,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,7.81,123.87,6,필리핀 민다나오섬 파가디안 동쪽 48km 지역,2018-11-04 17:40,598
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.08,128.25,2.5,경북 김천시 동남동쪽 14km 지역,2018-11-04 17:09,15
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-19.66,-69.54,6.2,칠레 이키케 북동쪽 88km 지역,2018-11-02 7:46,98
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-39.05,174.98,6.1,뉴질랜드 뉴플리머스 서쪽 77km 지역,2018-10-30 11:44,227
2.02E+11,3,국외지진,2.02E+13,2.02E+13,38.2,142,5.7,일본 미야기현(혼슈) 센다이 동쪽 99km 해역,2018-10-26 3:44,40
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.76,129.19,2.3,경북 경주시 남남서쪽 9km 지역,2018-10-25 5:59,16
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.04,125.37,2.2,북한 황해남도 옹진 북쪽 12km 지역,2018-10-24 15:28,7
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24,122.66,5.7,대만 화롄 동쪽 113km 해역,2018-10-24 1:16,29
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24,122.64,6,대만 화롄 동쪽 111km 해역,2018-10-23 13:50,31
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.61,124.94,2.1,전북 군산시 어청도 서남서쪽 109km 해역,2018-10-22 12:14,11
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.26,129.96,2.6,경북 울진군 동북동쪽 58km 해역,2018-10-20 1:27,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.16,127.3,2,충남 논산시 동쪽 18km 지역,2018-10-17 3:19,14
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.49,124.58,2.4,인천 옹진군 백령도 남쪽 52km 해역,2018-10-14 14:51,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.67,127.18,2.3,북한 강원 평강 북북서쪽 30km 지역,2018-10-12 17:05,13
2.02E+11,3,국외지진,2.02E+13,2.02E+13,35.7,140.7,5.3,일본 지바현(혼슈) 지바 동쪽 55km 지역,2018-10-12 13:24,50
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-4.96,151.68,6.3,파푸아뉴기니 코코포 남서쪽 93km 지역,2018-10-11 7:23,124
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.9,151.4,7.3,파푸아뉴기니 킴베 동남동쪽 145km 해역,2018-10-11 6:03,33
